Order,HouseFunctional,Lot Area,Gr Liv Area,SalePrice,Bsmt Cond,Bsmt Qual,Exter Cond,Exter Qual,Kitchen Qual,Overall Cond,Overall Qual
515,7,8640,1852,252678,4,5,2,2,3,5,7
516,7,9000,1590,210000,4,5,2,3,3,5,8
517,7,7862,1218,208300,4,5,2,3,3,5,6
518,7,7993,1436,225000,4,5,2,3,3,5,7
519,7,8640,1314,229456,4,5,2,3,3,5,8
520,7,8640,1402,229800,4,5,2,3,3,5,7
521,7,12606,1530,250000,4,5,2,3,3,5,9
522,7,9187,1766,370878,4,5,2,4,4,5,9
523,7,7500,1448,238500,4,5,2,3,3,5,8
524,7,11003,2007,310000,4,5,2,4,4,5,10
525,7,10603,1795,270000,5,5,2,3,3,5,8
526,7,10574,1953,252000,4,5,2,3,3,5,8
527,7,8125,1550,241000,4,5,2,3,3,5,7
528,7,8125,1836,264500,4,5,2,3,3,5,8
529,7,10625,1662,291000,4,5,2,3,4,5,7
530,7,9375,2094,263000,4,5,2,3,3,5,7
531,7,7500,1221,185000,4,5,2,3,3,5,7
532,7,8736,1553,234500,4,5,2,3,3,5,7
533,7,8127,1653,209000,4,5,2,3,3,5,7
534,7,9605,1218,159000,4,5,2,3,3,6,7
535,7,7500,1141,152000,5,5,2,3,3,5,7
536,7,7500,1158,143500,4,5,2,2,3,5,6
537,7,10628,1812,193000,4,5,2,3,3,5,7
538,7,10141,1512,203000,4,5,2,3,3,5,8
539,7,10083,1200,184900,4,5,2,3,3,5,7
540,7,13072,1114,159000,4,5,2,3,3,5,7
541,7,13072,1114,142000,4,5,2,2,3,5,5
542,7,12450,1114,153000,4,5,2,2,3,5,5
543,7,7328,1450,224243,4,5,2,3,3,5,7
544,7,11492,2122,220000,4,5,2,3,3,5,7
545,7,10994,1844,257000,5,5,2,3,3,5,8
546,7,8529,1434,189000,4,5,2,3,3,5,7
547,7,7703,1730,171500,5,5,3,3,3,6,6
548,7,10762,1217,120000,4,5,2,2,2,6,6
549,7,7175,1332,145000,4,5,2,3,3,5,6
550,7,9109,1540,184000,4,5,2,3,3,5,7
551,7,10274,1400,162000,4,5,3,2,2,7,6
552,7,8250,1882,160000,0,0,2,2,2,7,6
553,7,8400,841,82000,3,4,1,1,2,4,4
554,7,9000,784,76000,3,3,2,2,2,3,6
555,7,9750,980,110000,4,4,2,2,2,5,5
556,7,7064,980,135000,4,4,2,2,2,6,5
557,7,8499,864,141000,4,4,2,2,2,6,5
558,7,9079,864,122000,4,4,2,2,2,5,5
559,7,9316,1020,124100,4,4,2,2,2,5,5
560,7,7791,912,129000,4,4,3,3,3,8,5
561,7,10000,1144,131400,4,4,2,2,2,6,5
562,7,8281,864,62383,4,4,2,2,2,5,5
563,7,7150,912,123000,4,4,2,2,2,6,5
564,3,15676,2014,275000,5,5,3,3,3,8,8
565,7,11949,1755,235000,4,5,3,3,3,8,7
566,4,2880,3005,280750,4,5,2,3,3,5,7
567,7,3951,1224,164500,4,5,2,3,3,5,6
568,7,3000,1224,173733,4,5,2,3,3,5,6
569,7,3830,1726,222000,4,5,2,3,3,5,6
570,7,4217,1256,195000,4,5,2,3,3,5,6
571,7,3230,1471,172500,4,5,2,2,2,5,6
572,7,2998,1512,180000,4,5,2,3,3,5,6
573,7,3768,1452,156000,4,5,2,3,3,5,7
574,7,2645,1739,172500,4,5,2,3,3,5,8
575,7,14694,1694,318750,5,5,4,4,4,9,8
576,7,3782,1226,211500,4,5,2,3,3,5,8
577,7,15417,1740,241600,4,5,2,3,3,5,7
578,7,9600,2499,180500,4,4,3,3,2,5,8
579,6,9991,1620,150000,4,4,2,2,2,4,4
580,7,11700,1556,154000,4,4,2,2,2,6,6
581,7,11717,1442,185000,4,4,2,2,2,6,6
582,7,9156,1489,185750,4,4,2,2,3,7,6
583,7,10382,2090,200000,4,5,2,2,2,6,7
584,7,12732,2067,206000,4,4,2,2,3,6,7
585,7,12936,1395,162000,5,4,2,2,2,6,6
586,7,10400,2640,256900,4,4,2,2,3,7,6
587,7,17871,1724,197900,4,5,2,2,2,5,6
588,7,9600,1336,163000,4,5,2,2,2,5,5
589,7,9000,1216,113000,4,4,2,2,2,5,6
590,7,13774,2288,230000,4,5,3,2,3,7,7
591,7,9650,1334,167900,4,5,2,2,2,5,6
592,3,10140,1680,213250,4,5,2,3,3,5,7
593,7,8400,1665,227000,4,5,2,3,3,6,8
594,7,7130,864,130000,4,4,2,2,2,6,5
595,7,9600,1568,143000,4,4,2,2,2,5,5
596,7,9100,925,117500,4,4,2,2,2,6,5
597,7,9600,2061,168500,4,4,2,2,2,5,7
598,7,16500,1320,172500,4,5,2,2,2,5,6
599,7,9790,1342,161500,4,4,2,2,2,5,6
600,7,7436,894,141500,4,4,2,2,2,7,4
601,7,8125,864,118000,4,4,2,2,2,7,5
602,7,9100,864,127500,4,4,2,2,2,6,6
603,7,9450,1362,140000,4,4,2,2,2,5,4
604,6,13495,1728,177625,4,4,3,2,2,6,5
605,7,11475,1776,110000,4,4,2,2,2,5,5
606,7,10004,1516,167000,4,4,2,2,2,6,6
607,7,9350,1313,153000,4,4,2,2,3,6,5
608,7,10500,1292,145100,4,4,3,2,2,5,5
609,7,11000,1154,154000,4,4,2,2,2,6,5
610,7,8970,2140,177500,4,4,3,2,2,6,5
611,7,12095,1445,158000,4,4,3,2,2,6,6
612,7,9600,1041,124500,4,4,2,2,2,6,5
613,7,11475,1576,174500,4,4,2,2,3,6,6
614,7,9768,960,122000,4,4,2,2,2,5,5
615,7,5330,708,82500,4,4,2,1,1,7,4
616,7,7015,1203,110000,4,4,2,2,3,4,5
617,7,12160,1505,149500,4,4,2,2,2,4,6
618,7,9900,1691,175000,4,4,2,3,2,5,6
619,7,9600,1644,167000,4,4,2,2,2,5,6
620,7,9600,1050,128900,4,4,2,2,2,6,5
621,5,9600,1668,140000,4,4,3,2,2,8,6
622,7,9600,1113,147000,4,4,2,3,3,7,5
623,4,8944,1584,124000,4,4,2,2,2,5,5
624,7,10573,1453,187500,4,4,2,2,2,6,6
625,7,9500,1394,159000,4,5,2,2,2,5,6
626,7,14695,1567,256000,4,4,3,2,3,8,6
627,7,13600,1986,205000,4,4,2,2,2,6,7
628,7,13000,2142,193500,4,5,3,2,3,6,6
629,2,13560,1392,110000,3,3,2,2,2,3,6
630,7,12513,1738,104900,3,4,3,2,2,4,4
631,7,8760,1144,150000,4,4,2,3,2,7,5
632,7,8400,1478,156500,4,4,2,2,2,3,6
633,7,12285,1329,176000,4,4,2,2,2,6,7
634,7,9240,988,149500,4,4,2,3,3,8,6
635,6,9600,1632,139000,4,4,2,2,2,6,6
636,7,12400,1215,155000,3,4,2,2,2,7,6
637,7,8750,1202,120000,4,4,2,2,2,5,5
638,7,8750,1382,153000,4,4,2,2,3,5,5
639,7,10400,1200,144000,4,4,2,2,2,5,4
640,7,19296,1382,176000,4,4,2,2,2,5,6
641,7,8532,1297,153000,4,4,2,2,2,6,5
642,7,9482,1866,135000,4,4,2,2,2,4,5
643,7,8128,1062,131000,4,4,2,2,2,7,6
644,5,10634,1319,123000,4,4,2,2,2,6,5
645,7,13070,1112,126000,4,4,2,2,2,5,5
646,7,10434,1005,115000,4,4,2,2,1,5,4
647,6,14559,1363,164900,4,4,2,3,2,7,5
648,7,8480,793,113000,4,4,3,2,1,6,5
649,7,7626,1031,145500,4,4,2,3,3,8,5
650,7,9533,1210,102900,0,0,2,2,2,5,5
651,7,10615,1699,95000,4,3,2,2,2,5,3
652,7,11419,1527,152500,4,4,2,2,2,7,7
653,7,9600,1200,129900,4,4,2,2,2,6,5
654,7,8000,972,132000,4,4,3,2,2,6,6
655,7,5470,792,99900,4,4,2,2,2,5,3
656,5,10410,1656,135000,4,3,2,2,2,7,5
657,7,10800,1352,149000,4,4,3,2,3,7,5
658,7,8146,1039,114000,4,3,3,3,2,8,4
659,7,9022,792,109500,4,4,2,3,3,8,5
660,7,10230,1078,125000,4,4,2,2,4,7,5
661,5,10410,2377,142900,4,4,2,2,3,5,4
662,7,7200,1690,156500,4,4,3,3,3,9,7
663,7,5400,599,59000,4,3,2,1,3,5,2
664,7,5400,1374,105000,4,4,2,1,2,6,4
665,7,10800,846,106000,4,4,2,2,3,7,5
666,7,10800,725,78500,4,4,2,2,2,5,3
667,7,9671,2544,190000,4,4,2,2,2,5,6
668,7,10143,1380,154000,4,4,2,2,2,7,6
669,6,11500,1040,163000,3,4,2,1,2,4,6
670,7,11643,2634,200000,4,4,2,2,2,5,5
671,7,8010,951,143500,4,4,3,3,3,9,6
672,7,10454,1105,135000,4,4,2,2,2,6,6
673,7,8712,1306,153000,4,4,3,2,2,7,5
674,7,17600,1478,157500,4,4,2,2,2,5,6
675,7,9000,1142,113500,4,5,2,2,2,6,6
676,7,12144,1268,133000,4,4,2,3,2,7,5
677,7,8544,1040,92900,0,0,2,2,2,4,3
678,7,8064,1133,128500,4,4,2,2,2,5,6
679,7,7200,1040,90000,0,0,2,2,2,5,4
680,6,7200,1904,138000,4,4,2,2,2,4,5
681,7,7350,1041,128000,4,4,2,2,2,6,5
682,6,7560,1339,139000,4,4,2,2,2,6,5
683,7,7200,732,118900,5,4,3,2,2,7,5
684,7,8000,1183,138000,4,5,2,2,2,5,5
685,7,7931,1148,132500,4,4,2,2,2,5,5
686,7,10800,1461,133500,4,4,2,2,2,7,4
687,7,8064,1495,135000,4,4,2,2,2,7,6
688,7,7570,1806,144750,4,4,2,2,2,5,6
689,7,8604,941,145000,4,5,3,2,3,7,5
690,7,7936,1045,127000,4,4,2,2,2,6,6
691,7,6600,894,109500,4,4,2,2,2,5,5
692,7,3950,1224,115000,4,4,2,2,2,8,6
693,7,10440,1230,110000,4,4,2,2,2,6,5
694,7,4080,1378,128900,4,4,2,2,3,8,6
695,7,10307,1944,103500,4,4,2,2,2,5,6
696,7,5720,1131,66500,4,4,2,2,2,6,5
697,7,15660,1306,130000,4,4,3,2,3,8,5
698,7,9900,1464,129000,4,4,2,3,2,8,5
699,7,6406,1558,150000,4,4,2,2,2,6,5
700,5,6600,2372,107500,4,4,2,2,2,4,5
701,7,7627,1701,94550,2,3,2,1,1,6,4
702,7,7596,1960,124500,4,4,2,2,2,5,5
703,7,3378,1389,135000,4,4,3,2,2,8,7
704,7,10134,1447,103000,4,3,2,2,2,5,5
705,5,6000,936,93000,4,3,2,1,2,4,4
706,7,6000,1328,129500,4,4,4,2,2,7,5
707,7,6000,1387,93000,4,4,2,2,3,4,5
708,7,7404,861,80000,4,3,2,2,2,6,4
709,7,5925,612,45000,0,0,3,2,2,4,2
710,7,5925,968,37900,4,4,2,2,2,6,3
711,7,5784,886,91300,4,3,2,2,2,8,5
712,7,8520,792,99500,4,3,2,3,2,8,5
713,7,4456,1452,113000,4,4,2,2,2,5,4
714,7,9600,1510,87500,4,3,3,3,3,4,4
715,7,3500,1284,110000,4,4,2,2,2,7,5
716,7,8100,2138,106000,4,4,2,2,2,5,5
717,7,11700,2640,265979,3,4,2,3,3,7,7
718,7,8400,2007,160000,5,3,2,2,4,7,6
719,7,3600,1288,119000,4,4,2,2,4,7,6
720,7,17671,1742,168000,4,4,3,3,3,9,8
721,7,3300,816,58500,4,4,2,2,2,3,4
722,7,9000,1482,143000,4,4,3,2,2,9,7
723,2,7200,1022,85000,4,4,2,2,2,4,5
724,7,8820,1869,124900,4,4,2,2,2,6,5
725,7,5400,1480,119000,4,4,2,1,2,6,6
726,7,9720,1521,146500,4,4,2,2,3,7,6
727,7,7879,720,34900,4,4,2,2,2,5,4
728,7,9392,797,44000,4,3,1,2,2,3,3
729,7,21384,1576,223500,4,4,2,2,3,6,5
730,7,6615,1432,149000,4,4,2,2,3,6,6
731,7,7264,1548,205000,4,4,3,3,4,7,7
732,7,4960,1654,137000,4,4,2,2,2,7,5
733,7,8854,952,121000,4,4,2,2,1,6,6
734,7,6000,1324,128000,4,4,2,2,2,6,4
735,7,6000,1176,134900,4,4,2,3,2,9,6
736,7,6000,1348,117000,4,4,2,2,2,8,5
737,7,6000,1412,132500,4,4,1,2,2,6,6
738,7,6000,1142,93000,4,4,2,2,2,5,5
739,7,6000,904,119000,4,4,2,3,2,7,6
740,6,6911,1301,100000,4,4,2,2,1,5,5
741,7,6120,1539,141500,4,4,1,2,2,6,5
742,7,6120,1573,133000,4,4,2,2,3,7,4
743,3,6120,800,60000,3,4,1,1,1,3,2
744,7,6120,875,105000,4,4,2,2,2,7,5
745,7,6120,995,115000,4,4,2,2,2,6,5
746,7,6120,1582,150000,3,4,2,2,2,6,5
747,7,8635,1072,126500,4,4,1,2,2,5,5
748,7,11888,2134,214500,4,4,2,2,3,6,6
749,7,11414,2019,167500,4,5,3,2,3,8,7
750,7,8094,1768,155000,4,4,2,2,2,6,6
751,5,2500,1826,155000,4,4,2,3,4,8,7
752,5,9928,1944,179900,4,4,3,2,2,8,7
753,7,5520,2229,104000,4,4,2,2,2,6,6
754,1,3000,2128,62500,3,4,2,2,2,1,5
755,7,6876,1930,149000,3,4,2,2,2,5,6
756,7,6240,1208,103000,4,4,2,2,2,5,4
757,7,5775,1427,123000,4,4,2,2,3,7,6
758,7,5852,1864,97500,3,4,1,2,2,5,7
759,7,5160,1666,135000,4,4,1,2,2,6,6
760,5,5160,892,70000,3,5,3,2,3,6,4
761,7,10320,1403,116000,4,4,3,2,2,7,6
762,7,4280,704,88750,4,3,3,2,1,9,4
763,7,10800,1200,179000,5,5,2,2,2,5,5
764,7,10800,1200,179000,5,5,3,2,2,5,5
765,7,10547,1152,159900,5,5,2,2,2,5,5
766,3,10020,904,61000,2,3,1,1,1,1,1
767,7,6629,1369,103600,4,4,3,2,2,6,6
768,7,9780,1112,63000,4,4,2,2,2,3,5
769,5,12886,1464,175000,4,5,2,2,2,6,5
770,7,8816,1121,139000,4,4,2,2,2,6,5
771,7,11184,1683,172500,4,4,2,2,2,5,6
772,7,11625,1052,113500,4,4,2,2,2,6,5
773,7,7800,899,130000,4,4,2,2,3,7,5
774,7,8014,1034,149900,4,5,2,2,2,5,6
775,7,7252,858,134900,4,5,2,2,2,5,5
776,7,8740,860,137000,4,4,2,2,2,6,5
777,7,11616,1092,139000,4,4,2,2,2,5,5
778,7,15400,1774,165000,5,4,2,2,2,5,5
779,7,15312,1138,148000,4,4,2,2,2,5,6
780,7,15584,2071,165000,4,4,2,2,2,5,5
781,5,9000,660,63900,0,0,2,2,1,2,2
782,5,11250,1788,161500,4,4,2,2,2,5,4
783,7,25095,1473,143000,4,4,2,2,4,8,5
784,7,17140,1229,135000,4,4,2,2,2,6,4
785,7,12342,861,82500,4,4,2,2,2,5,4
786,7,10708,1867,190000,4,4,2,3,2,5,5
787,5,13680,1733,139600,0,0,2,2,2,5,3
788,4,15635,1383,122000,0,0,2,2,2,5,4
789,7,9855,1689,127500,4,4,2,2,2,5,6
790,7,9571,1073,121500,4,4,2,2,2,5,5
791,4,9571,1276,60000,3,4,1,2,2,3,5
792,7,9350,1639,154400,4,4,2,2,3,7,6
793,7,9340,672,113000,4,4,2,2,2,6,4
794,7,7440,1089,125000,4,5,2,2,2,6,5
795,7,11500,845,84000,0,0,3,2,2,3,4
796,7,4235,1049,139500,4,5,2,3,3,5,5
797,5,11409,1716,131000,4,4,2,2,2,4,5
798,7,9060,1258,105000,4,4,2,2,2,5,6
799,7,9084,1510,108000,4,4,2,2,2,5,4
800,7,10778,1061,162000,4,5,2,3,3,6,7
801,5,19255,1338,156500,4,5,2,3,3,5,6
802,5,12327,2132,316600,4,5,2,3,3,8,8
803,7,14684,2196,271900,4,5,2,3,3,7,7
804,7,9317,1775,213000,4,5,2,3,3,5,7
805,7,10560,1879,239900,5,5,3,3,3,5,7
806,7,9828,2020,239500,4,5,2,3,3,5,8
807,4,26400,2016,131000,0,0,2,3,2,7,5
808,7,7018,1535,118964,0,0,1,2,2,5,5
809,7,7018,1224,153337,4,5,2,2,2,5,5
810,7,7018,2228,147983,0,0,2,2,2,5,5
811,7,7018,1535,118858,0,0,2,2,2,5,5
812,7,7018,1535,118858,0,0,2,2,2,5,5
813,7,7018,2240,142953,0,0,2,2,2,5,5
814,7,7040,1229,148325,4,5,2,2,3,5,5
815,7,7007,1513,113722,0,0,2,2,2,5,5
816,7,11855,2787,269500,4,5,2,2,2,5,7
817,7,7939,2787,269500,4,5,2,2,2,5,7
818,7,7976,2787,269500,4,5,2,2,2,5,7
819,7,10933,1680,323262,4,5,2,4,4,5,9
820,7,10637,1718,297000,4,5,2,3,3,5,8
821,7,10226,1630,295493,4,5,2,3,4,5,8
822,7,10816,1720,332000,4,5,2,4,4,5,9
823,7,9178,1468,239900,4,5,2,3,3,5,8
824,7,10769,1768,212000,4,5,2,3,3,5,8
825,7,11422,1838,272500,4,5,2,3,3,5,8
826,7,11923,1800,239000,4,5,2,3,4,5,9
827,7,8814,1604,220000,4,5,2,3,3,5,7
828,7,6762,1290,200000,4,5,2,3,3,5,7
829,7,10324,1254,221800,4,5,2,3,3,5,8
830,7,7314,1232,194500,4,5,2,3,3,5,7
831,7,11645,1498,237000,4,5,2,3,3,5,8
832,7,11646,1422,173000,4,5,2,3,3,5,6
833,7,12800,1644,275000,4,5,2,3,3,5,7
834,7,16698,1759,233500,4,5,2,3,3,5,7
835,5,28698,2126,185000,5,4,2,2,2,5,5
836,7,12464,1040,152000,4,5,3,2,3,5,5
837,7,9757,990,143000,4,4,3,2,2,7,5
838,7,15426,1764,231500,4,5,2,2,3,5,6
839,7,10667,1661,212000,4,5,2,3,3,6,7
840,7,14753,1463,207000,4,5,2,2,2,5,7
841,7,10859,1097,145000,4,5,2,2,2,5,5
842,7,8072,990,138000,5,5,3,2,2,5,5
843,7,10400,1779,197900,4,5,2,2,3,5,7
844,7,10335,1501,204000,4,5,2,3,3,5,7
845,7,9017,1431,192000,4,5,2,3,3,5,7
846,7,8750,1772,200000,4,5,2,2,2,5,6
847,7,8935,1660,195000,4,5,2,3,3,5,7
848,7,9808,1573,227000,4,5,2,3,3,5,7
849,7,12420,1840,230000,4,5,2,3,3,5,7
850,7,16285,1430,187100,4,5,2,3,3,5,7
851,7,10739,1444,203000,4,5,2,3,3,5,7
852,7,11166,1492,201000,4,5,2,3,3,5,7
853,7,8430,1040,124000,4,5,2,2,2,5,5
854,7,16269,907,140000,4,5,2,2,2,5,5
855,7,6950,914,134900,4,4,2,2,2,7,5
856,7,8800,1040,150500,4,5,2,2,3,7,5
857,7,7000,864,136500,4,4,3,3,2,8,5
858,7,9286,1268,143500,5,5,2,2,3,7,5
859,7,15523,864,133500,4,4,2,2,2,6,5
860,7,7200,894,123000,4,4,2,2,2,5,5
861,7,7200,768,133900,4,5,3,2,2,8,5
862,7,8445,768,133000,4,5,2,2,2,7,5
863,7,11664,1611,250000,4,5,2,3,3,5,7
864,7,12334,2184,254750,4,5,2,3,3,5,8
865,7,11838,1788,236500,4,5,2,3,4,5,8
866,7,11885,1872,261500,4,5,2,3,4,5,8
867,7,11050,2153,313000,4,5,2,3,4,5,9
868,7,8749,1725,198500,4,5,2,3,3,5,7
869,7,11250,1870,211000,4,5,2,3,3,5,7
870,7,15750,1513,220000,4,5,2,3,3,5,8
871,7,11883,1504,203000,4,5,2,3,3,5,7
872,7,12782,1828,279500,4,5,2,3,3,5,8
873,7,8750,1417,210000,4,5,2,3,3,5,7
874,7,9375,2034,219500,4,5,2,2,3,5,7
875,7,8750,1716,191000,4,5,2,3,3,5,7
876,7,9100,1212,178000,4,5,2,3,3,5,7
877,7,9750,1630,213000,4,5,2,3,3,5,7
878,7,4435,848,144000,4,5,2,3,3,5,6
879,7,4435,848,140000,4,5,2,3,3,5,6
880,7,10200,1602,293200,4,5,2,3,3,5,8
881,7,9313,1728,190000,4,5,2,3,3,5,7
882,7,8487,1500,190000,4,5,2,3,3,5,7
883,7,8633,1476,173500,4,5,2,3,3,5,6
884,7,11069,1396,170000,4,5,2,3,3,5,6
885,7,8777,1126,108000,0,0,2,2,3,5,4
886,7,9937,1486,167000,4,4,3,2,2,7,5
887,7,8877,816,100000,4,4,2,2,2,6,4
888,7,7301,1922,198500,0,0,2,3,3,5,7
889,7,7950,1426,159500,4,4,2,2,2,6,6
890,6,10682,1149,127000,4,4,2,2,2,6,4
891,7,7200,1125,125000,4,4,2,2,2,6,6
892,7,13286,1698,320000,4,5,2,4,4,5,9
893,7,3675,1072,145500,4,5,2,2,2,5,6
894,7,9405,698,118000,4,4,4,2,2,9,5
895,7,6410,876,85000,4,4,2,2,2,5,4
896,6,11767,1368,120000,4,3,2,2,2,5,5
897,4,8405,1529,98000,0,0,2,2,2,3,4
898,7,4060,864,99900,4,3,2,2,2,8,5
899,6,10206,944,82000,0,0,2,2,1,3,3
900,7,10926,1678,119900,4,4,2,2,2,5,5
901,6,11767,1560,103500,4,4,2,2,2,5,5
902,7,8926,960,112000,4,4,2,2,2,3,4
903,7,12354,1196,110000,3,4,2,2,3,8,6
904,7,8212,1298,122000,4,4,2,2,2,6,5
905,5,10998,1604,117000,4,4,2,2,2,5,5
906,7,6300,1268,160000,3,4,2,2,2,4,5
907,7,4500,1520,159434,4,4,2,2,2,5,5
908,7,8400,438,60000,3,4,2,2,1,5,2
909,7,9900,1489,139500,4,4,2,2,2,7,6
910,7,15863,3082,197000,4,4,2,2,2,3,7
911,7,5707,1242,105000,4,4,2,2,2,6,6
912,5,7804,1981,135000,4,4,2,2,3,3,4
913,7,8574,1232,147500,4,4,2,3,3,8,6
914,7,6171,1608,137450,4,4,2,2,3,6,6
915,7,7200,1135,155000,5,5,3,3,3,9,7
916,7,7558,1913,177000,4,4,2,2,2,6,6
917,7,6292,1477,145000,4,4,2,2,2,7,7
918,7,7155,1228,137000,3,4,2,2,2,8,7
919,7,10918,2080,234000,4,5,2,3,3,9,7
920,5,13680,1567,205000,4,4,2,2,2,6,5
921,7,7500,1494,177500,4,4,2,2,3,7,6
922,5,9600,1308,160000,3,4,3,3,2,7,5
923,7,14680,1273,155000,4,4,2,2,2,4,5
924,7,13360,964,163500,4,5,3,2,2,7,5
925,7,7681,1343,154900,4,4,2,2,2,6,5
926,7,8145,2480,205000,4,4,2,2,2,6,7
927,7,9100,1112,144800,4,4,3,2,2,6,5
928,7,12000,1564,174500,4,4,2,2,1,7,7
929,7,13339,1561,193000,4,4,2,2,2,6,6
930,2,15600,1523,158000,4,4,2,2,1,7,5
931,7,14000,1152,158500,4,4,3,2,3,8,6
932,7,17500,1906,224000,4,4,2,2,2,5,6
933,7,1733,1032,115000,4,4,2,2,2,6,6
934,7,1488,1229,137000,4,5,3,2,3,6,6
935,7,1612,1229,121000,4,5,2,2,2,6,6
936,7,1300,1229,124000,4,5,2,2,2,6,6
937,7,13607,1982,208000,4,4,3,2,2,6,6
938,6,17597,2365,315000,4,5,3,3,4,9,7
939,7,21695,1680,222000,4,5,3,3,3,9,6
940,7,10690,1344,147000,3,4,3,2,2,7,5
941,7,8660,2168,123000,4,4,2,2,3,6,5
942,7,6402,1192,78000,4,4,2,2,2,5,5
943,7,8470,1526,85000,3,4,1,1,1,2,3
944,7,10200,572,75000,4,4,2,2,2,6,4
945,7,3843,1648,230000,4,5,2,4,4,5,8
946,6,21780,810,57625,0,0,1,1,2,4,2
947,7,10125,2052,251000,4,5,2,3,3,5,8
948,7,12822,2149,239686,4,5,2,3,3,5,7
949,7,12118,1710,240000,4,5,2,3,3,5,7
950,7,12209,1961,215000,4,5,2,2,3,5,6
951,7,9750,926,156450,4,4,2,2,2,6,6
952,7,9360,1287,173000,4,5,2,2,2,7,6
953,7,10125,1734,126000,0,0,2,2,3,5,5
954,7,9947,1217,173000,4,5,2,2,3,5,7
955,7,11070,1595,152000,4,5,2,2,2,5,5
956,7,14375,1344,137500,4,4,2,2,3,6,6
957,7,215245,2036,375000,4,5,2,2,2,5,7
958,7,12898,1620,315500,4,5,2,3,4,5,9
959,7,13159,1692,224500,4,5,2,2,3,5,7
960,7,13438,2036,410000,4,5,2,4,4,5,9
961,7,14463,1641,316500,4,5,2,4,4,5,9
962,7,8925,1466,201000,4,5,2,3,3,5,8
963,7,11457,1412,175000,4,5,2,2,3,5,6
964,7,9839,2237,204000,4,5,3,2,3,8,6
965,6,14419,1479,213500,4,5,2,2,3,5,7
966,7,6853,1296,220000,4,5,2,3,3,5,8
967,7,9157,2014,170000,4,5,2,3,3,5,7
968,7,14601,1838,315000,4,5,2,4,4,5,9
969,7,12633,1978,425000,4,5,2,4,4,5,9
970,7,12518,1008,139500,4,4,2,2,3,7,5
971,6,21750,1771,115000,0,0,1,2,2,4,5
972,7,4500,1204,162000,4,5,2,2,2,5,6
973,7,4500,1224,165000,4,5,2,2,2,5,6
974,7,1596,988,91000,4,5,2,2,2,5,4
975,7,9858,874,130000,4,4,2,2,2,6,5
976,7,1526,630,86000,4,5,3,2,3,8,4
977,7,13383,1404,160000,4,4,2,2,2,5,5
978,7,1477,630,80000,4,5,2,2,2,4,4
979,7,1533,1344,97000,4,4,2,2,2,6,4
980,7,2217,1092,88000,4,4,2,2,2,4,4
981,7,7689,796,131900,4,5,2,2,2,8,5
982,7,7706,1091,131250,4,5,3,2,2,5,6
983,7,9101,1110,165500,4,5,3,2,3,6,5
984,7,8780,833,112000,4,4,2,2,2,5,5
985,7,7669,883,149000,4,5,2,2,2,6,5
986,7,14115,1362,143000,4,5,2,2,2,5,5
987,7,10429,1287,130000,4,5,2,2,2,5,5
988,7,9819,1567,196000,4,4,2,2,3,5,6
989,7,10457,1632,173000,4,4,4,3,2,7,5
990,6,11029,1414,176500,4,5,2,4,2,8,6
991,7,12925,2117,237500,4,4,2,2,2,7,6
992,7,11075,2112,206900,4,3,2,2,2,5,6
993,7,8702,1604,187500,4,4,2,2,2,5,6
994,7,8139,1470,165000,4,5,2,2,2,5,6
995,7,9535,1604,195500,4,5,2,2,2,5,6
996,7,9042,1638,192000,4,5,2,2,2,5,6
997,7,15038,1636,173000,4,5,2,2,2,5,6
998,7,14137,1384,177900,4,5,2,3,3,5,5
999,7,21872,1446,175000,4,5,2,2,2,5,7
1000,7,4923,1593,286000,4,5,2,3,4,5,8
1001,6,6264,1682,247900,4,5,2,3,3,5,8
1002,7,5395,1337,180000,4,5,2,3,3,5,8
1003,7,5070,1280,180000,4,5,2,3,3,5,8
1004,7,10839,1604,181000,4,5,2,2,2,5,6
1005,7,11184,1633,183000,4,5,2,2,2,5,6
1006,7,8000,1658,188000,4,5,2,2,2,5,6
1007,7,10832,1895,194500,4,5,2,3,3,5,7
1008,7,14067,1709,185000,4,5,2,2,3,5,6
1009,7,4671,1228,189000,4,5,2,3,3,5,8
1010,7,5950,1337,188500,4,5,2,3,3,5,8
1011,7,13543,2500,355000,4,5,2,3,4,5,8
1012,7,11198,2504,325000,5,5,2,3,4,5,9
1013,7,15401,1884,387000,4,5,2,4,4,5,9
1014,5,31220,1474,115000,4,4,2,2,2,2,6
1015,7,8118,1710,334000,4,5,2,4,4,5,9
1016,7,47280,1488,133000,4,4,2,2,2,5,6
1017,7,20544,2093,215000,4,5,3,2,2,6,7
1018,7,12680,1688,226500,5,5,2,3,4,6,7
1019,7,12090,1422,175500,4,5,3,2,3,6,6
1020,7,10825,1260,181900,4,5,2,3,2,7,7
1021,7,18559,2064,235000,4,5,3,3,3,5,7
1022,7,14450,1782,220000,3,5,2,3,3,5,7
1023,7,12227,2872,272000,5,5,3,2,2,7,6
1024,7,13068,1211,161000,4,5,2,2,3,5,6
1025,7,15611,1126,175000,4,5,2,2,4,6,5
1026,6,10400,2044,185000,4,5,2,2,2,6,7
1027,7,9743,1308,146900,3,4,2,2,2,6,5
1028,5,12511,2840,292500,4,5,2,3,3,7,7
1029,7,11361,1523,180000,4,5,2,2,2,5,6
1030,7,10400,1444,159900,4,4,2,2,2,5,6
1031,7,10480,1964,205000,4,4,2,2,2,6,7
