Order,SalePrice,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
642,135000,113784,22392,60,24,24,5940.0,0,24.0,612,612,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
643,131000,97536,12744,72,24,24,3564.0,0,24.0,660,660,5880.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
644,123000,127608,15828,60,24,24,3240.0,792,24.0,672,672,7296.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
645,126000,156840,13344,60,24,24,5760.0,3060,12.0,696,696,3696.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
646,115000,125208,12060,48,24,12,8064.0,0,12.0,648,648,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
647,164900,174708,16356,60,36,24,3456.0,6408,24.0,696,108,9960.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
648,113000,101760,9516,60,24,12,2880.0,0,24.0,768,708,8400.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
649,145500,91512,12372,60,36,36,2760.0,0,24.0,684,48,11172.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
650,102900,114396,14520,60,24,24,7392.0,3696,18.0,672,672,0.0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0
651,95000,42460,6796,12,8,8,1680.0,296,12.0,436,156,1760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
652,152500,137028,18324,84,24,24,4920.0,1608,30.0,732,120,8388.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
653,129900,115200,14400,60,24,24,2952.0,1512,12.0,708,708,4680.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
654,132000,96000,11664,72,24,24,2880.0,0,24.0,732,84,8160.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
655,99900,21880,3168,12,8,8,1464.0,360,4.0,204,204,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
656,135000,41640,6624,20,8,8,720.0,560,10.0,372,88,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
657,149000,43200,5408,20,8,12,2880.0,1260,10.0,280,12,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
658,114000,32584,4156,16,12,8,1124.0,1116,4.0,436,24,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
659,109500,36088,3168,20,12,12,960.0,1744,4.0,340,12,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
660,125000,40920,4312,20,8,16,1056.0,448,4.0,336,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
661,142900,41640,9508,16,8,12,2112.0,1728,8.0,376,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
662,156500,28800,6760,28,12,12,2496.0,448,8.0,396,4,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
663,59000,21600,2396,8,4,12,0.0,324,8.0,276,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
664,105000,21600,5496,16,4,8,1352.0,792,4.0,356,236,1680.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
665,106000,43200,3384,20,8,12,2304.0,0,4.0,356,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
666,78500,43200,2900,12,8,8,1280.0,120,6.0,476,44,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
667,190000,116052,30528,72,24,24,10884.0,0,36.0,480,480,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
668,154000,121716,16560,72,24,24,4368.0,2592,18.0,552,552,4608.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
669,163000,138000,12480,72,12,24,5760.0,1872,24.0,504,504,11184.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
670,200000,139716,31608,60,24,24,11616.0,0,54.0,480,480,6000.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
671,143500,96120,11412,72,36,36,5760.0,504,24.0,612,24,8940.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
672,135000,125448,13260,72,24,24,3696.0,0,12.0,624,624,6552.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
673,153000,104544,15672,60,24,24,9072.0,0,24.0,624,108,10320.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
674,157500,211200,17736,72,24,24,5976.0,480,36.0,588,588,15240.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
675,113500,108000,13704,72,24,24,4608.0,1104,12.0,612,612,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
676,133000,145728,15216,60,36,24,3456.0,336,12.0,720,708,4500.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
677,92900,102528,12480,36,24,24,4800.0,0,24.0,708,708,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
678,128500,96768,13596,72,24,24,10800.0,2772,12.0,708,708,7452.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
679,90000,86400,12480,48,24,24,5040.0,0,24.0,720,708,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
680,138000,86400,22848,60,24,24,2880.0,2016,30.0,708,324,6384.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
681,128000,88200,12492,60,24,24,3528.0,0,12.0,612,612,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
682,139000,90720,16068,60,24,24,3528.0,0,12.0,612,528,6048.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
683,118900,86400,8784,60,24,24,2880.0,816,24.0,684,684,8784.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
684,138000,96000,14196,60,24,24,3456.0,0,24.0,600,600,6336.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
685,132500,95172,13776,60,24,24,8064.0,0,24.0,600,600,13776.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
686,133500,129600,17532,48,24,24,4608.0,2448,24.0,720,156,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
687,135000,96768,17940,72,24,24,6912.0,2592,12.0,732,180,1440.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
688,144750,90840,21672,72,24,24,5796.0,660,18.0,540,540,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
689,145000,103248,11292,60,24,36,6768.0,480,24.0,372,372,11292.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
690,127000,95232,12540,72,24,24,3168.0,0,24.0,552,552,9912.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
691,109500,79200,10728,60,24,24,3696.0,0,12.0,564,564,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
692,115000,15800,4896,24,8,8,840.0,464,4.0,332,20,1872.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
693,110000,41760,4920,20,8,8,1760.0,808,6.0,396,112,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
694,128900,16320,5512,24,8,12,648.0,376,4.0,296,44,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
695,103500,41228,7776,24,8,8,1296.0,788,12.0,396,236,2532.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
696,66500,22880,4524,20,8,8,800.0,104,6.0,272,236,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
697,130000,62640,5224,20,8,12,1888.0,0,6.0,396,24,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
698,129000,39600,5856,20,12,8,0.0,704,8.0,396,28,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
699,150000,25624,6232,20,8,8,1600.0,872,6.0,280,236,1684.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
700,107500,26400,9488,20,8,8,1728.0,1148,8.0,468,176,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
701,94550,30508,6804,16,4,4,0.0,592,8.0,356,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
702,124500,30384,7840,20,8,8,1600.0,0,8.0,228,228,0.0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
703,135000,13512,5556,28,8,8,960.0,504,6.0,252,68,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
704,103000,40536,5788,20,8,8,0.0,1296,4.0,396,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
705,93000,24000,3744,16,4,8,2304.0,576,4.0,224,224,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
706,129500,24000,5312,20,8,8,1232.0,48,6.0,236,156,1536.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
707,93000,24000,5548,20,8,12,1024.0,0,8.0,220,220,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
708,80000,29616,3444,16,8,8,1152.0,512,4.0,356,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
709,45000,23700,2448,8,8,8,1232.0,100,4.0,276,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
710,37900,23700,3872,12,8,8,0.0,0,4.0,396,236,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
711,91300,23136,3544,20,8,8,1092.0,976,4.0,284,52,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
712,99500,34080,3168,20,12,8,1148.0,324,4.0,344,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
713,113000,17824,5808,16,8,8,0.0,408,8.0,356,4,0.0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
714,87500,38400,6040,16,12,12,2880.0,640,8.0,396,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
715,110000,14000,5136,20,8,8,960.0,140,6.0,248,236,1248.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
716,106000,32400,8552,20,8,8,1440.0,784,8.0,444,176,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
717,265979,46800,10560,28,12,12,3456.0,2268,6.0,516,24,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
718,160000,33600,8028,24,8,16,1428.0,940,8.0,436,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
719,119000,14400,5152,24,8,16,1120.0,412,8.0,368,8,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
720,168000,70684,6968,32,12,12,1696.0,676,6.0,508,92,864.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
721,58500,13200,3264,16,8,8,0.0,132,4.0,396,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
722,143000,36000,5928,28,8,8,1296.0,0,6.0,356,84,2496.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
723,85000,28800,4088,20,8,8,1120.0,1024,8.0,396,12,2848.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
724,124900,35280,7476,20,8,8,1824.0,1168,4.0,476,52,4352.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
725,119000,21600,5920,24,4,8,828.0,704,4.0,356,236,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
726,146500,38880,6084,24,8,12,2560.0,952,4.0,396,28,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
727,34900,15758,1440,8,4,4,0.0,1276,2.0,178,118,990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
728,44000,18784,1594,6,4,4,0.0,260,2.0,218,118,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
729,223500,106920,7880,25,10,15,2640.0,1560,17.5,430,25,6545.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
730,149000,33075,7160,30,10,15,1080.0,1635,5.0,430,295,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
731,205000,36320,7740,35,15,20,3360.0,1090,12.5,420,10,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
732,137000,24800,8270,25,10,10,1680.0,1520,10.0,395,135,0.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5
733,121000,44270,4760,30,10,5,960.0,690,5.0,465,295,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
734,128000,30000,6620,20,10,10,1200.0,0,5.0,365,295,3360.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
735,134900,30000,5880,30,15,10,3120.0,1050,5.0,360,45,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
736,117000,30000,6740,25,10,10,1080.0,1040,10.0,420,60,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
737,132500,30000,7060,30,10,10,1400.0,225,5.0,350,295,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
738,93000,30000,5710,25,10,10,1600.0,490,5.0,425,295,1100.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
739,119000,30000,4520,30,15,10,900.0,525,5.0,415,25,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
740,100000,34555,6505,25,10,5,2200.0,0,5.0,425,295,2025.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
741,141500,30600,7695,25,10,10,2880.0,560,7.5,365,295,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
742,133000,30600,7865,20,10,15,1200.0,870,5.0,370,70,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
743,60000,30600,4000,10,5,5,0.0,0,5.0,365,295,0.0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0
744,105000,30600,4375,25,10,10,900.0,240,10.0,390,80,1045.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
745,115000,30600,4975,25,10,10,1320.0,330,5.0,420,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
746,150000,30600,7910,25,10,10,1250.0,1865,10.0,355,295,1365.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
747,126500,43175,5360,25,10,10,5920.0,525,10.0,420,295,670.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
748,214500,59440,10670,30,10,15,2205.0,1640,10.0,465,75,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
749,167500,57070,10095,35,10,15,2660.0,3220,5.0,495,80,0.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5
750,155000,32376,7072,24,8,8,2304.0,600,8.0,376,236,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
751,155000,10000,7304,28,12,16,656.0,0,10.0,376,16,1196.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
752,179900,39712,7776,28,8,8,864.0,208,8.0,376,60,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
753,104000,22080,8916,24,8,8,0.0,912,4.0,388,236,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
754,62500,12000,8512,20,8,8,0.0,224,8.0,348,236,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
755,149000,13752,3860,12,4,4,632.0,426,6.0,164,118,1044.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
756,103000,12480,2416,8,4,4,1078.0,270,2.0,168,118,304.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
757,123000,23100,5708,24,8,12,1516.0,544,4.0,376,28,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
758,97500,23408,7456,28,8,8,0.0,1160,10.0,428,36,676.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
759,135000,10320,3332,12,4,4,768.0,296,2.0,164,118,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
760,70000,10320,1784,8,4,6,0.0,530,4.0,172,118,1624.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
761,116000,20640,2806,12,4,4,616.0,576,5.0,188,88,1076.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
762,88750,34240,5632,32,16,8,1760.0,192,12.0,504,64,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
763,179000,64800,7200,30,12,12,0.0,720,36.0,132,126,7200.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
764,179000,64800,7200,30,12,12,0.0,720,36.0,132,126,7200.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
765,159900,63282,6912,30,12,12,1512.0,0,24.0,186,186,6912.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
766,61000,60120,5424,6,6,6,0.0,0,9.0,522,354,2100.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
767,103600,39774,8214,36,12,12,1800.0,882,18.0,504,354,3306.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
768,63000,58680,6672,30,12,12,1356.0,0,18.0,450,354,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
769,175000,103088,11712,40,16,16,3840.0,3216,20.0,368,80,3552.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
770,139000,70528,8968,40,16,16,3840.0,640,16.0,368,368,5208.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
771,172500,89472,13464,48,16,16,3520.0,1944,20.0,248,248,5808.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
772,113500,93000,8416,40,16,16,5344.0,1720,12.0,336,336,4216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
773,130000,62400,7192,40,16,24,2304.0,512,8.0,336,40,3600.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
774,149900,64112,8272,48,16,16,4032.0,0,12.0,248,248,3648.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
775,134900,58016,6864,40,16,16,4608.0,960,16.0,216,216,5480.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
776,137000,69920,6880,40,16,16,4224.0,0,16.0,216,216,5376.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
777,139000,92928,8736,40,16,16,2304.0,1312,12.0,376,376,6720.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
778,165000,123200,14192,40,16,16,3072.0,2640,16.0,384,384,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
779,148000,122496,9104,48,16,16,3840.0,1120,12.0,392,392,4704.0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0
780,165000,327264,43491,105,42,42,7056.0,3339,42.0,1113,1113,0.0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21
781,63900,72000,5280,16,16,8,0.0,800,8.0,496,472,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
782,161500,236250,37548,84,42,42,6384.0,2520,42.0,1092,420,0.0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21
783,143000,526995,30933,105,42,84,9492.0,2268,63.0,861,126,27804.0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21
784,135000,102840,7374,24,12,12,1704.0,0,6.0,318,318,6354.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
785,82500,74052,5166,24,12,12,3234.0,948,6.0,414,354,1572.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
786,190000,224868,39207,105,63,42,6363.0,12978,42.0,1134,336,24087.0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0
787,139600,82080,10398,18,12,12,2712.0,0,12.0,324,324,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
788,122000,93810,8298,24,12,12,2988.0,1200,6.0,330,330,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
789,127500,59130,10134,36,12,12,2880.0,0,6.0,318,318,0.0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0
790,121500,57426,6438,30,12,12,2040.0,0,12.0,318,318,1542.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
791,60000,57426,7656,30,12,12,2100.0,0,6.0,306,306,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
792,154400,56100,9834,36,12,18,1440.0,300,9.0,378,354,2052.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
793,113000,56040,4032,24,12,12,1404.0,678,12.0,408,354,2064.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
794,125000,44640,6534,30,12,12,1512.0,1968,12.0,330,330,1038.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
795,84000,69000,5070,24,12,12,1740.0,1116,6.0,312,312,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
796,139500,25410,6294,30,18,18,1596.0,630,18.0,150,150,5670.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
797,131000,68454,10296,30,12,12,1686.0,960,9.0,360,6,1752.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
798,105000,54360,7548,36,12,12,1680.0,0,6.0,420,354,1224.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
799,108000,54504,9060,24,12,12,1776.0,720,12.0,414,354,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
800,162000,150892,14854,98,42,42,6468.0,2100,35.0,266,252,10444.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
801,156500,269570,18732,84,42,42,8064.0,0,21.0,364,364,7280.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
802,316600,172578,29848,112,42,42,8568.0,5446,35.0,364,0,20174.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
803,271900,205576,30744,98,42,42,9814.0,2156,28.0,266,252,9268.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
804,213000,130438,24850,98,42,42,5950.0,6972,49.0,224,224,7182.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
805,239900,147840,26306,98,42,42,6622.0,9016,49.0,224,210,6636.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
806,239500,137592,28280,112,42,42,6524.0,2170,35.0,196,196,8176.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
807,131000,369600,28224,70,42,28,8064.0,0,14.0,1806,28,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
808,118964,98252,21490,70,28,28,5740.0,0,28.0,420,420,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
809,153337,98252,17136,70,28,28,7392.0,1680,42.0,420,420,15204.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
810,147983,98252,31192,70,28,28,10080.0,1022,28.0,420,420,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
811,118858,98252,21490,70,28,28,5600.0,0,28.0,420,420,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
812,118858,98252,21490,70,28,28,5600.0,0,28.0,420,420,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
813,142953,98252,31360,70,28,28,7392.0,2156,28.0,420,420,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
814,148325,98560,17206,70,28,42,9408.0,1680,42.0,420,420,15316.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
815,113722,98098,21182,70,28,28,5600.0,0,28.0,420,420,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
816,269500,165970,39018,98,28,28,11480.0,4368,98.0,126,126,11480.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
817,269500,111146,39018,98,28,28,11480.0,4368,98.0,126,126,11480.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
818,269500,111664,39018,98,28,28,11480.0,4368,98.0,126,126,11480.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
819,323262,207727,31920,171,76,76,21622.0,3971,47.5,0,0,19399.0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0
820,297000,202103,32642,152,57,57,15694.0,4788,57.0,38,19,24472.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
821,295493,194294,30970,152,57,76,16340.0,4066,57.0,19,19,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
822,332000,205504,32680,171,76,76,16074.0,5928,57.0,19,19,20976.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
823,239900,174382,27892,152,57,57,17176.0,6346,38.0,19,19,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
824,212000,204611,33592,152,57,57,10982.0,4731,47.5,38,38,380.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
825,272500,217018,34922,152,57,57,9956.0,7144,57.0,38,19,25821.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
826,239000,226537,34200,171,57,76,13338.0,8056,38.0,38,38,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
827,220000,167466,30476,133,57,57,12540.0,4427,66.5,57,57,25346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
828,200000,128478,24510,133,57,57,12578.0,3192,57.0,38,38,17138.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
829,221800,196156,23826,152,57,57,15390.0,4940,57.0,19,19,16568.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
830,194500,138966,23408,133,57,57,12008.0,2508,57.0,38,38,13756.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
831,237000,221255,28462,152,57,57,16036.0,4598,38.0,76,57,456.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
832,173000,221274,27018,114,57,57,8360.0,1216,47.5,76,57,0.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
833,275000,179200,23016,98,42,42,7966.0,6664,49.0,280,280,21252.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
834,233500,350658,36939,147,63,63,11025.0,7203,73.5,357,336,16800.0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21
835,185000,602658,44646,105,42,42,11298.0,14931,63.0,882,882,21273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
836,152000,236816,19760,95,38,57,10944.0,3192,38.0,247,247,13908.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
837,143000,185383,18810,95,38,38,8360.0,3002,38.0,285,285,14345.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
838,231500,293094,33516,114,38,57,8930.0,7125,66.5,228,228,15599.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
839,212000,202673,31559,133,57,57,10450.0,4161,66.5,247,247,13851.0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0
840,207000,280307,27797,133,38,38,10241.0,1539,57.0,209,209,18050.0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
