Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,SalePrice,SalesPriceLog,Sale Condition_Abnorml,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,NeighborhoodClass,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighbor_int,Neighbor_intsorted,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,Street_Grvl,Street_Pave,Gr Liv Area2,Gr Liv Area Log,Area1st2nd,Overall Qual2,Overall Cond2,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,HouseRemodelAge,HouseIsreModeled,HouseIsNew,RenovationNeeded,BathroomsTotal,Functional_bin,PorchSFTotal,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Area2,GarageAge
243,20,6,64.7942886352539,11200,0,2,5,3,4,5,5,3,1964,1964,0.0,2,1,4,4,1,1,0.0,1,0.0,1250.0,0.0,4,1,4,1298,0,0,1298,0.0,0.0,2,0,3,1,2,5,7,0,0,1964,1,2.0,504.0,3,2,0,0,144,0,0,0,0,0,0,0,114000,11.643953727376633,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1684804,7.168579897264035,1298,25,9,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,46,46,0,0,1,2.0,1,144,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,254016.0,46
244,20,6,60.0,11100,0,5,2,3,3,5,4,7,1946,2006,0.0,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,4,1,4,930,0,0,930,0.0,0.0,1,0,2,1,3,6,7,0,0,1946,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,0,84900,11.349229372299439,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,864900,6.835184586147301,930,16,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,64,4,1,0,0,1.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,94864.0,64
245,60,6,77.0,9206,0,5,5,3,3,5,6,5,1985,1985,336.0,3,2,5,4,0,1,0.0,1,0.0,741.0,0.0,2,1,4,977,755,0,1732,0.0,0.0,2,1,3,1,3,7,7,1,3,1985,3,2.0,476.0,3,3,2,192,46,0,0,0,0,0,0,0,178000,12.089538829274222,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,2999824,7.4570320891223805,1732,36,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,25,25,0,0,0,2.5,1,238,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,226576.0,25
246,20,6,83.0,11980,0,5,2,3,3,2,7,5,1987,1987,177.0,3,2,5,4,3,5,1433.0,1,0.0,0.0,1433.0,4,1,4,1433,0,0,1433,1.0,1.0,1,1,1,1,3,4,7,2,3,1987,2,2.0,528.0,4,4,2,0,278,0,0,266,0,0,2,0,270000,12.506177237980511,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,2053489,7.267525427828172,1433,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,23,23,0,0,0,2.5,1,544,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,278784.0,23
247,60,6,87.0,12361,0,2,5,3,4,5,6,7,1993,1993,85.0,3,3,5,4,0,5,860.0,1,0.0,86.0,860.0,4,1,4,964,838,0,1802,0.0,0.0,2,1,3,1,3,8,7,1,4,2000,2,4.0,1017.0,3,3,2,450,92,0,0,0,0,0,0,0,218000,12.292250341771226,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,3247204,7.496652438168283,1802,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,17,17,0,0,0,3.0,1,542,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1034289.0,10
248,60,6,80.0,9938,0,5,5,3,3,5,7,5,1993,1994,246.0,3,2,5,4,0,5,750.0,1,0.0,300.0,750.0,4,1,4,1062,887,0,1949,1.0,1.0,2,1,3,1,3,8,7,1,3,1993,3,2.0,574.0,3,3,2,156,90,0,0,0,0,0,4,0,236000,12.371587084007746,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,3798601,7.575071699507561,1949,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,17,16,1,0,0,3.5,1,246,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,329476.0,17
249,85,6,73.0,9069,0,5,5,3,3,5,6,6,1992,1992,0.0,2,2,5,4,2,5,747.0,1,0.0,189.0,747.0,4,1,4,996,0,0,996,1.0,1.0,1,0,2,1,3,5,7,0,0,1992,1,2.0,564.0,3,3,2,120,0,0,0,0,0,0,0,0,147000,11.898187865760873,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,992016,6.903747257584598,996,36,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,18,18,0,0,0,2.0,1,120,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,318096.0,18
250,20,6,64.0,10475,0,2,5,3,2,5,8,5,2008,2008,72.0,3,2,5,4,2,1,0.0,1,0.0,1694.0,0.0,4,1,4,1694,0,0,1694,0.0,0.0,2,0,3,1,3,7,7,0,0,2008,2,3.0,776.0,3,3,2,160,33,0,0,0,0,0,0,0,245350,12.41044104151805,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,2869636,7.434847875211999,1694,64,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,2,0,0,0,2.0,1,193,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,602176.0,2
251,20,6,64.0,6762,0,5,5,3,3,5,7,5,2006,2006,24.0,3,2,5,4,2,5,686.0,1,0.0,501.0,686.0,4,1,4,1208,0,0,1208,1.0,1.0,2,0,2,1,3,6,7,0,0,2006,2,2.0,632.0,3,3,2,105,61,0,0,0,0,0,0,0,206000,12.235631447771718,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,1459264,7.0967213784947605,1208,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,4,0,0,0,3.0,1,166,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,399424.0,4
252,20,6,94.0,10402,0,2,5,3,2,5,7,5,2009,2009,0.0,2,2,5,4,0,1,0.0,1,0.0,1226.0,0.0,4,1,4,1226,0,0,1226,0.0,0.0,2,0,3,1,3,6,7,0,0,2009,2,3.0,740.0,3,3,2,0,36,0,0,0,0,0,0,0,198900,12.200557464842063,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,1503076,7.111512116496157,1226,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,1,0,0,0,2.0,1,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,547600.0,1
253,20,6,64.0,7360,0,5,5,3,3,5,7,5,2010,2010,80.0,3,2,5,4,0,5,24.0,1,0.0,1198.0,24.0,4,1,4,1222,0,0,1222,0.0,0.0,2,0,2,1,3,6,7,0,0,2009,2,2.0,615.0,3,3,2,0,54,0,0,0,0,0,0,0,187000,12.138863895836725,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,1493284,7.108244139731541,1222,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,2.0,1,54,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,378225.0,1
254,60,6,90.0,12376,0,5,5,3,2,5,7,5,1990,1990,0.0,2,2,5,4,1,5,1470.0,1,0.0,203.0,1470.0,3,1,4,1699,1523,0,3222,1.0,1.0,3,0,5,1,3,11,7,2,3,1990,1,3.0,594.0,3,3,2,367,0,0,0,0,0,0,0,0,320000,12.676076274775909,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,10381284,8.07775756373692,3222,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,20,20,0,0,0,4.0,1,367,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,352836.0,20
255,50,6,82.0,14235,0,2,5,3,3,5,6,8,1900,1993,0.0,2,2,3,5,0,1,0.0,1,0.0,676.0,0.0,2,1,4,831,614,0,1445,0.0,0.0,2,0,3,1,2,6,7,0,0,1957,1,2.0,484.0,3,3,0,0,59,0,0,0,0,0,0,0,138500,11.83862560460953,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10,14,0,0,0,0,0,0,False,True,2088025,7.275864600546533,1445,36,64,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,110,17,1,0,1,2.0,1,59,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,234256.0,53
256,80,6,80.0,8816,0,5,5,3,3,5,6,7,1971,1971,80.0,2,2,4,4,2,5,504.0,1,0.0,506.0,504.0,3,1,4,1052,0,0,1052,1.0,1.0,1,0,3,1,2,6,7,0,0,1971,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,2,0,155000,11.951180395901384,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,21,0,0,0,0,0,0,False,True,1106704,6.9584483932976555,1052,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,39,39,0,0,0,2.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,193600.0,39
257,85,6,82.0,11105,0,5,5,3,2,5,5,5,1996,1996,0.0,2,3,5,3,2,5,870.0,1,0.0,0.0,870.0,3,1,4,965,0,0,965,1.0,1.0,1,0,2,1,2,4,7,0,0,1998,1,2.0,580.0,4,3,2,71,0,0,0,0,0,0,4,0,159000,11.976659481202368,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,931225,6.872128101338986,965,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,14,14,0,0,1,2.0,1,71,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,336400.0,12
258,60,6,71.33636474609375,9337,0,2,5,3,3,5,7,5,1997,1998,0.0,2,2,5,4,0,4,353.0,1,0.0,525.0,353.0,4,1,4,892,800,0,1692,0.0,0.0,2,1,3,1,2,8,7,1,3,1997,2,2.0,513.0,3,3,2,0,39,0,0,0,0,0,0,0,191000,12.160028707028767,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,2862864,7.433666540166168,1692,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,13,12,1,0,0,2.5,1,39,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,263169.0,13
259,60,6,70.0,8750,0,5,5,3,3,5,6,5,1998,1998,116.0,2,2,5,4,0,5,505.0,1,0.0,299.0,505.0,4,1,4,804,878,0,1682,0.0,0.0,2,1,3,1,3,7,7,0,0,1998,2,2.0,523.0,3,3,2,0,77,0,0,0,0,0,0,0,200500,12.20856952572876,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,2829124,7.427738840532894,1682,36,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,12,12,0,0,0,2.5,1,77,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,273529.0,12
260,20,6,38.0,15240,0,2,5,3,1,5,5,8,1977,2004,0.0,3,3,5,4,0,5,198.0,2,688.0,140.0,886.0,4,1,4,1026,0,0,1026,1.0,1.0,1,1,3,1,2,5,7,0,0,1977,1,1.0,308.0,3,3,2,316,85,0,0,0,0,0,2,0,150000,11.918390573078392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,1052676,6.933423025730715,1026,25,64,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,33,6,1,0,0,2.5,1,401,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,94864.0,33
261,60,6,71.33636474609375,10900,0,2,5,3,1,5,6,7,1977,1977,153.0,2,2,5,4,0,5,378.0,1,0.0,311.0,378.0,4,1,4,689,703,0,1392,0.0,0.0,1,1,3,1,2,6,7,0,0,1977,3,1.0,299.0,3,3,2,0,36,0,0,0,0,0,2,450,161750,11.993807212363148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,1937664,7.238496840894365,1392,36,49,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,33,33,0,0,0,1.5,1,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,89401.0,33
262,20,6,75.0,10650,0,5,5,3,2,5,5,6,1976,1976,0.0,2,2,4,5,2,2,182.0,4,712.0,0.0,894.0,2,1,4,894,0,0,894,1.0,1.0,1,0,3,1,2,5,7,0,0,1976,1,1.0,308.0,3,3,2,365,0,0,0,0,0,0,2,0,128200,11.761346823468706,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,799236,6.795705775173514,894,25,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,34,34,0,0,0,2.0,1,365,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,94864.0,34
263,20,6,68.0,7480,0,5,5,3,3,5,5,6,1972,1972,0.0,2,2,4,4,2,4,480.0,1,0.0,396.0,480.0,2,1,4,876,0,0,876,1.0,1.0,1,0,3,1,2,5,7,0,0,1977,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,2,0,127000,11.751942365440728,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,767376,6.775366090936392,876,25,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,38,38,0,0,0,2.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,234256.0,33
264,20,6,80.0,10389,0,5,5,3,3,5,8,5,2003,2003,320.0,3,2,5,4,0,5,1682.0,1,0.0,296.0,1682.0,4,1,4,1978,0,0,1978,1.0,1.0,2,1,3,1,3,8,7,1,4,2003,2,3.0,850.0,3,3,2,188,25,0,0,0,0,0,0,0,318000,12.669806661762314,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,3912484,7.589841512182657,1978,64,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7,7,0,0,0,3.5,1,213,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,722500.0,7
265,20,6,71.33636474609375,11423,0,5,5,3,3,5,8,5,2001,2002,479.0,3,2,5,4,2,5,1358.0,1,0.0,223.0,1358.0,4,1,4,1601,0,0,1601,1.0,1.0,2,0,3,1,3,6,7,1,3,2001,2,2.0,670.0,3,3,2,180,0,0,0,0,0,0,2,2000,272000,12.513557345278134,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,2563201,7.3783837129967145,1601,64,25,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9,8,1,0,0,3.0,1,180,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,448900.0,9
266,60,6,44.0,9548,0,2,5,3,4,5,7,6,2003,2003,223.0,3,2,5,4,0,5,483.0,1,0.0,458.0,483.0,4,1,4,941,888,0,1829,1.0,1.0,2,1,3,1,3,7,7,1,3,2003,2,2.0,613.0,3,3,2,192,39,0,0,0,0,0,0,0,237000,12.375815420117268,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,3345241,7.511524648390866,1829,49,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,7,7,0,0,0,3.5,1,231,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,375769.0,7
267,60,6,75.0,9375,0,5,5,3,3,5,7,5,1997,1997,0.0,3,2,5,4,0,1,0.0,1,0.0,1040.0,0.0,4,1,4,1044,1054,0,2098,0.0,0.0,2,1,4,1,3,9,7,1,3,1997,3,2.0,621.0,3,3,2,331,38,0,0,0,0,0,0,0,240000,12.388394202324129,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,19,0,0,0,0,0,0,False,True,4401604,7.6487397889562425,2098,49,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,13,13,0,0,0,2.5,1,369,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,385641.0,13
