1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,BathroomsTotal,Bedroom AbvGr,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Fence,Fireplace Qu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Full Bath,Functional,Functional_bin,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,GarageAge,Gr Liv Area,Half Bath,Heating QC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,HouseAge,HouseIsNew,HouseIsreModeled,HouseRemodelAge,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Misc Val,NeighborhoodClass,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Open Porch SF,Order,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,PorchSFTotal,PosFeature_Adjacent,PosFeature_Near,Railroad_Adjacent,Railroad_Near,RenovationNeeded,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Sale Condition_Abnorml,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,SalePrice,Screen Porch,Street_Aterial,Street_Feeder,Street_Grvl,Street_Pave,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF
1276,804,0,0,1.5,3,True,False,False,False,False,4,0,0.0,0.0,5,1276.0,0.0,0.0,1,1,1,4,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,True,False,False,False,False,False,1,7,1,282.0,1.0,3,1,3,False,False,False,False,False,True,False,83,2080,1,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,83,0,1,5,1,3,5,5,10918,3,53.0,5,0,70,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,919,9,7,2,0,0,145,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,234000,145,0,0,False,True,9,0.0,3,0
840,727,0,0,2.5,2,True,False,False,False,False,4,0,1.0,1.0,4,112.0,728.0,0.0,4,1,1,4,150,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,3,2,False,True,False,False,False,False,1,5,1,440.0,2.0,3,1,3,False,False,False,False,False,True,False,48,1567,1,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,69,0,1,59,1,2,1,2,13680,3,60.0,5,0,50,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,920,6,5,2,0,0,171,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,205000,0,0,0,False,True,6,728.0,3,0
753,741,0,0,1.0,3,True,False,False,False,False,4,0,0.0,0.0,4,224.0,547.0,0.0,3,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,2,False,True,False,False,False,False,1,7,1,213.0,1.0,3,1,3,False,True,False,False,False,False,False,67,1494,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,67,0,1,59,1,3,2,5,7500,3,69.9518051147461,2,0,70,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,921,7,6,1,0,0,224,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,177500,224,0,0,False,True,7,547.0,3,0
976,332,0,0,2.5,2,True,False,False,False,False,3,0,1.0,1.0,4,300.0,428.0,0.0,2,1,1,4,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,True,False,False,False,False,False,1,5,1,256.0,1.0,3,1,3,False,False,False,False,False,True,False,69,1308,1,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,69,0,1,59,1,2,1,5,9600,3,130.0,2,0,50,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70,922,7,5,2,0,0,70,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,160000,0,0,0,False,True,7,428.0,3,0
1273,0,0,2,1.0,2,True,False,False,False,False,4,0,0.0,0.0,4,480.0,793.0,0.0,2,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,False,True,False,False,False,False,1,7,1,307.0,1.0,3,1,3,False,True,False,False,False,False,False,49,1273,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,49,0,0,49,1,2,1,5,14680,3,80.0,2,0,20,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,923,4,5,2,0,0,598,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,155000,115,0,0,False,True,5,793.0,3,483
964,0,0,2,2.0,2,True,False,False,False,False,4,0,1.0,1.0,5,163.0,713.0,0.0,4,1,1,4,44,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,True,False,False,False,False,False,1,7,1,432.0,2.0,3,1,3,False,False,False,False,False,True,False,88,964,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,88,0,1,3,1,2,1,5,13360,3,80.0,2,0,30,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,924,7,5,2,0,0,44,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,163500,0,0,0,False,True,5,713.0,3,0
820,523,0,0,1.5,3,True,False,False,False,False,4,0,0.0,0.0,4,731.0,0.0,0.0,1,1,1,4,102,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,1,True,False,False,False,False,False,1,7,1,186.0,1.0,3,1,2,False,False,False,False,False,True,False,88,1343,1,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,88,0,1,59,1,2,5,5,7681,1,54.0,2,0,50,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,925,6,5,2,0,0,294,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,154900,0,0,0,False,True,7,0.0,3,192
1240,1240,0,0,2.5,5,False,False,True,False,False,4,0,0.0,0.0,4,674.0,246.0,0.0,2,1,1,4,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,2,True,False,False,False,False,False,2,7,1,400.0,2.0,3,1,3,False,False,False,False,False,True,False,69,2480,1,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,69,0,1,59,2,2,1,5,8145,2,69.9518051147461,2,0,90,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,926,6,7,2,0,0,57,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,205000,0,0,0,False,True,13,246.0,3,0
1112,0,0,0,2.0,2,True,False,False,False,False,4,1,1.0,1.0,4,264.0,154.0,694.0,2,4,1,4,0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,True,False,False,False,False,False,1,7,1,390.0,1.0,3,1,3,False,True,False,False,False,False,False,55,1112,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,55,0,0,55,1,2,5,5,9100,3,70.0,5,0,20,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,927,6,5,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,144800,0,0,1,False,True,6,848.0,3,0
860,704,0,0,1.5,3,True,False,False,False,False,4,0,0.0,0.0,4,429.0,275.0,0.0,2,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,False,True,False,False,False,False,1,7,1,234.0,1.0,3,1,3,False,True,False,False,False,False,False,68,1564,1,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,68,0,1,59,1,1,2,5,12000,3,75.0,5,0,70,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,928,7,7,2,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,174500,0,0,0,False,True,7,275.0,3,0
1561,0,0,0,3.0,3,True,False,False,False,False,4,0,1.0,1.0,4,621.0,65.0,875.0,2,3,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,False,True,False,False,False,False,2,7,1,463.0,2.0,3,3,3,False,True,False,False,False,False,False,49,1561,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,49,0,0,49,1,2,5,5,13339,3,90.0,2,0,20,6,132.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,148,929,6,6,2,0,0,268,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,193000,120,0,0,False,True,6,940.0,3,0
986,537,0,0,3.0,3,True,False,False,False,False,4,0,1.0,1.0,4,248.0,312.0,507.0,3,2,0,4,81,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,True,False,False,False,False,False,2,2,0,295.0,1.0,3,1,3,False,True,False,False,False,False,False,60,1523,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,60,0,1,4,1,1,2,5,15600,3,78.0,5,0,50,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,930,7,5,2,0,0,81,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,158000,0,0,0,False,True,7,819.0,3,0
1152,0,0,0,1.5,3,True,False,False,False,False,4,0,0.0,0.0,4,1092.0,0.0,0.0,1,1,1,4,0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,False,True,False,False,False,False,1,7,1,300.0,1.0,3,1,3,False,True,False,False,False,False,False,59,1152,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,59,0,1,5,1,3,5,5,14000,3,80.0,5,0,20,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,931,8,6,2,0,0,36,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,158500,0,0,0,False,True,6,0.0,3,0
1906,0,0,0,2.5,3,True,False,False,False,False,4,2,1.0,1.0,4,91.0,784.0,435.0,2,3,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,False,False,True,False,False,False,1,7,1,576.0,2.0,3,1,3,False,False,True,False,False,False,False,55,1906,1,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,55,0,0,55,1,2,2,2,17500,2,100.0,5,0,20,6,420.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,201,932,5,6,2,0,0,201,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,224000,0,0,0,False,True,6,1219.0,3,0
516,516,0,0,1.0,2,False,False,False,True,False,4,0,0.0,0.0,4,516.0,0.0,0.0,1,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,False,True,False,False,False,False,1,7,1,452.0,2.0,3,1,3,False,False,False,False,False,True,False,29,1032,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,29,0,0,29,1,2,5,5,1733,3,24.0,5,0,160,5,0.0,False,True,False,False,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,933,6,6,2,0,0,279,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,115000,0,0,0,False,True,5,0.0,3,279
561,668,0,0,2.5,2,False,False,False,False,True,4,1,1.0,1.0,5,90.0,471.0,0.0,4,1,1,4,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,False,True,False,False,False,False,1,7,1,462.0,2.0,3,3,3,False,True,False,False,False,False,False,29,1229,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,29,0,1,17,1,3,5,5,1488,3,24.0,5,0,160,5,0.0,False,True,False,False,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,934,6,6,2,0,0,176,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,137000,0,0,0,False,True,5,471.0,3,176
561,668,0,0,1.5,2,False,False,False,True,False,4,0,0.0,0.0,5,561.0,0.0,0.0,1,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,False,True,False,False,False,False,1,7,1,462.0,2.0,3,3,3,False,True,False,False,False,False,False,29,1229,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,29,0,0,29,1,2,5,5,1612,3,24.0,5,0,160,5,0.0,False,True,False,False,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,935,6,6,2,0,0,154,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,121000,0,0,0,False,True,5,0.0,3,154
561,668,0,0,1.5,2,False,False,False,False,True,4,0,0.0,0.0,5,276.0,285.0,0.0,4,1,1,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,False,True,False,False,False,False,1,7,1,462.0,2.0,3,3,3,False,True,False,False,False,False,False,29,1229,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,29,0,0,29,1,2,5,5,1300,3,24.0,5,0,160,5,0.0,False,True,False,False,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,936,6,6,2,0,0,150,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,124000,0,0,0,False,True,5,285.0,3,150
1182,800,0,0,3.5,3,True,False,False,False,False,4,0,1.0,1.0,4,118.0,454.0,0.0,4,1,1,4,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3,1,False,True,False,False,False,False,2,7,1,501.0,2.0,3,3,3,False,False,False,True,False,False,False,23,1982,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,23,0,0,23,1,2,5,5,13607,3,69.9518051147461,2,0,80,6,242.0,False,False,False,True,False,1500,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112,937,6,6,2,0,0,512,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,208000,0,0,0,False,True,6,454.0,3,400
2365,0,0,0,3.0,3,True,False,False,False,False,4,0,1.0,1.0,5,581.0,803.0,419.0,5,4,1,4,0,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,False,True,False,False,False,False,2,6,1,551.0,2.0,3,3,3,False,True,False,False,False,False,False,38,2365,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,38,0,1,0,1,4,2,5,17597,3,69.9518051147461,5,0,20,6,0.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,144,938,9,7,2,0,0,344,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,315000,0,0,0,False,True,7,1222.0,3,200
1680,0,182,0,3.0,3,True,False,False,False,False,4,0,1.0,1.0,5,72.0,808.0,0.0,5,1,1,4,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,1,False,True,False,False,False,False,2,7,1,540.0,2.0,3,3,3,False,True,False,False,False,False,False,21,1680,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,21,0,1,2,1,3,5,5,21695,2,69.9518051147461,2,0,20,6,260.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,939,9,6,2,0,0,518,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,222000,0,0,0,False,True,5,808.0,3,292
672,672,0,0,1.0,3,True,False,False,False,False,3,0,0.0,0.0,4,216.0,456.0,0.0,2,1,1,3,218,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,False,True,False,False,False,False,1,7,1,468.0,1.0,2,1,3,False,False,False,False,False,True,False,45,1344,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,89,0,1,12,1,2,5,5,10690,3,59.0,5,0,70,5,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128,940,7,5,2,0,0,346,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,147000,0,0,0,False,True,6,456.0,3,0
928,928,0,0,2.0,5,True,False,False,False,False,4,0,0.0,0.0,4,760.0,0.0,0.0,1,1,0,4,78,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True,False,False,False,False,False,2,7,1,576.0,2.0,3,1,3,False,False,False,False,False,True,False,11,2168,0,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,109,0,1,16,1,3,2,5,8660,3,50.0,5,312,70,5,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160,941,6,5,2,0,0,705,0,0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,123000,0,0,0,False,True,11,0.0,3,467
596,596,0,0,1.0,3,True,False,False,False,False,4,1,0.0,0.0,4,596.0,0.0,0.0,1,1,0,4,137,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,False,False,True,False,False,False,1,7,1,189.0,1.0,2,1,2,False,False,False,False,False,True,False,89,1192,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,89,0,1,59,1,2,5,5,6402,2,60.0,5,0,70,5,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,942,5,5,0,0,0,137,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,78000,0,0,0,False,True,6,0.0,3,0
1013,0,0,0,1.0,2,True,False,False,False,False,3,0,0.0,0.0,4,1013.0,0.0,0.0,1,1,0,4,156,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,False,True,False,False,False,False,1,7,1,0.0,0.0,0,0,0,False,False,False,False,False,False,True,94,1526,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,94,0,1,27,1,1,5,5,8470,2,105.0,2,513,50,2,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,943,2,3,0,0,0,156,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,85000,0,0,1,False,True,6,0.0,3,0
572,0,0,2,1.0,2,True,False,False,False,False,4,0,0.0,0.0,4,572.0,0.0,0.0,1,1,0,1,72,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True,False,False,False,False,False,1,7,1,200.0,1.0,3,1,3,False,False,False,False,False,True,False,69,572,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,84,0,1,59,1,2,5,5,10200,3,60.0,5,0,30,2,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,944,6,4,0,0,0,72,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,75000,0,0,0,False,True,4,0.0,3,0
1648,0,153,0,3.5,2,False,False,False,False,True,4,3,1.0,1.0,5,120.0,1476.0,0.0,5,1,1,4,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,False,False,True,False,False,False,2,7,1,482.0,2.0,3,3,3,False,True,False,False,False,False,False,2,1648,0,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,0,1,1,1,4,1,2,3843,3,44.0,2,0,120,5,174.0,False,True,False,False,False,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53,945,5,8,2,0,0,368,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,230000,0,0,0,False,True,5,1476.0,3,162
810,0,0,0,1.0,1,True,False,False,False,False,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,3,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,False,True,False,False,False,False,1,6,1,280.0,1.0,3,1,3,False,False,False,False,False,True,False,34,810,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,99,0,1,59,1,2,5,5,21780,3,109.0,5,0,30,2,0.0,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,946,4,2,0,0,0,143,0,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,57625,0,0,0,True,False,4,0.0,1,119
